Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;6;1;5;1;2;10;10;8;2;6;4;8;7;10;1;1;4;4;6;6;1
1000001;1A;3;1;2;0;1;8;4;2;0;6;2;0;5;8;1;0;1;2;6;5;0
1000002;1A;4;1;1;1;2;6;2;3;0;6;1;7;5;9;1;0;0;0;0;6;1
1000003;1A;6;1;3;0;0;2;5;1;2;4;1;2;5;3;1;0;0;0;1;0;0
1000004;1A;6;0;0;0;2;10;8;4;2;2;4;1;5;9;1;0;1;4;2;5;1
1000005;1A;0;0;5;1;2;10;2;6;0;6;2;6;4;10;1;1;3;3;1;5;1
1000006;1A;3;0;3;0;1;7;10;5;0;6;0;3;1;8;0;1;1;3;1;0;0
1000007;1A;1;1;4;1;1;0;2;3;1;5;4;1;4;10;1;0;0;3;4;0;1
1000008;1A;6;1;3;1;0;5;0;5;2;4;3;1;6;1;1;1;2;2;4;4;1
1000009;1A;1;1;0;0;0;0;8;0;0;4;2;6;4;0;0;0;4;3;3;2;0
1000010;1A;4;0;4;0;1;4;5;3;2;4;1;8;4;8;1;1;0;4;0;0;0
1000011;1A;1;0;3;1;0;10;0;5;2;2;1;6;2;8;0;0;4;1;0;5;0
1000012;1A;5;0;2;1;2;0;0;2;2;6;2;8;2;7;0;0;4;3;0;1;0
1000013;1A;5;1;1;0;1;5;8;6;0;1;1;4;2;10;0;1;4;1;6;6;1
1000014;1A;2;0;2;1;1;9;4;4;1;6;3;8;4;2;1;0;0;2;2;3;1
1000015;1A;3;0;2;1;0;0;0;6;0;1;1;2;5;8;0;0;2;4;4;1;1
1000016;1A;1;0;2;1;0;0;1;2;2;3;1;5;4;3;0;0;3;3;3;1;1
1000017;1A;0;1;0;1;2;10;3;8;0;2;0;2;6;10;0;0;4;0;0;3;0
1000018;1A;1;1;3;1;0;2;4;3;0;6;0;7;0;1;0;0;3;3;5;0;1
1000019;1A;0;0;1;0;2;5;0;1;0;6;0;8;4;2;0;1;2;4;4;3;1
1000020;1A;3;1;2;0;2;5;8;5;2;1;4;0;6;7;0;0;2;2;4;1;1
1000021;1A;4;1;2;1;0;9;4;4;1;3;2;2;6;10;1;0;0;3;0;4;1
